filename,imgname,height,width,class,xmin,ymin,xmax,ymax,label
Dodge Sprinter Cargo Van 2009/00224.jpg,00224.jpg,150,200,Dodge Sprinter Cargo Van 2009,19,10,177,134,88
GMC Acadia SUV 2012/00225.jpg,00225.jpg,342,465,GMC Acadia SUV 2012,20,50,463,313,121
Ford Ranger SuperCab 2011/00226.jpg,00226.jpg,194,259,Ford Ranger SuperCab 2011,46,15,202,156,111
Chevrolet Impala Sedan 2007/00227.jpg,00227.jpg,480,640,Chevrolet Impala Sedan 2007,36,63,613,397,61
Infiniti G Coupe IPL 2012/00228.jpg,00228.jpg,536,964,Infiniti G Coupe IPL 2012,237,156,896,365,141
Hyundai Accent Sedan 2012/00229.jpg,00229.jpg,194,259,Hyundai Accent Sedan 2012,5,46,255,138,136
Suzuki SX4 Hatchback 2012/00230.jpg,00230.jpg,2775,3699,Suzuki SX4 Hatchback 2012,223,542,3692,2478,183
Ford F-450 Super Duty Crew Cab 2012/00231.jpg,00231.jpg,480,640,Ford F-450 Super Duty Crew Cab 2012,73,109,606,374,106
Dodge Caliber Wagon 2007/00232.jpg,00232.jpg,444,600,Dodge Caliber Wagon 2007,15,110,544,381,84
Volvo 240 Sedan 1993/00233.jpg,00233.jpg,1067,1600,Volvo 240 Sedan 1993,276,124,1495,951,194
Hyundai Tucson SUV 2012/00234.jpg,00234.jpg,1000,1504,Hyundai Tucson SUV 2012,99,364,1211,954,132
Ford Ranger SuperCab 2011/00235.jpg,00235.jpg,480,640,Ford Ranger SuperCab 2011,59,63,549,404,111
Acura ZDX Hatchback 2012/00236.jpg,00236.jpg,450,600,Acura ZDX Hatchback 2012,19,138,571,424,7
Chevrolet Avalanche Crew Cab 2012/00237.jpg,00237.jpg,300,400,Chevrolet Avalanche Crew Cab 2012,11,10,396,265,65
BMW ActiveHybrid 5 Sedan 2012/00238.jpg,00238.jpg,399,600,BMW ActiveHybrid 5 Sedan 2012,163,91,527,346,26
Audi V8 Sedan 1994/00239.jpg,00239.jpg,194,259,Audi V8 Sedan 1994,4,19,255,172,16
Hyundai Sonata Sedan 2012/00240.jpg,00240.jpg,225,300,Hyundai Sonata Sedan 2012,45,60,251,171,138
Nissan Juke Hatchback 2012/00241.jpg,00241.jpg,768,1024,Nissan Juke Hatchback 2012,32,59,1011,709,170
Ferrari California Convertible 2012/00242.jpg,00242.jpg,210,280,Ferrari California Convertible 2012,10,53,273,167,102
Nissan Leaf Hatchback 2012/00243.jpg,00243.jpg,469,750,Nissan Leaf Hatchback 2012,270,228,727,416,168
Acura ZDX Hatchback 2012/00244.jpg,00244.jpg,360,480,Acura ZDX Hatchback 2012,21,93,479,331,7
Chevrolet Impala Sedan 2007/00245.jpg,00245.jpg,283,556,Chevrolet Impala Sedan 2007,22,59,536,238,61
Mitsubishi Lancer Sedan 2012/00246.jpg,00246.jpg,1024,1280,Mitsubishi Lancer Sedan 2012,1,317,1280,945,167
Hyundai Genesis Sedan 2012/00247.jpg,00247.jpg,540,900,Hyundai Genesis Sedan 2012,47,125,850,468,137
Rolls-Royce Phantom Sedan 2012/00248.jpg,00248.jpg,445,595,Rolls-Royce Phantom Sedan 2012,52,167,508,387,177
Lamborghini Diablo Coupe 2001/00249.jpg,00249.jpg,480,640,Lamborghini Diablo Coupe 2001,6,155,631,450,153
Volkswagen Golf Hatchback 2012/00250.jpg,00250.jpg,194,259,Volkswagen Golf Hatchback 2012,11,35,246,186,190
Mitsubishi Lancer Sedan 2012/00251.jpg,00251.jpg,2448,3264,Mitsubishi Lancer Sedan 2012,576,466,2994,1953,167
Fisker Karma Sedan 2012/00252.jpg,00252.jpg,183,275,Fisker Karma Sedan 2012,37,50,253,158,105
Buick Enclave SUV 2012/00253.jpg,00253.jpg,480,640,Buick Enclave SUV 2012,51,105,579,335,50
Hyundai Santa Fe SUV 2012/00254.jpg,00254.jpg,161,300,Hyundai Santa Fe SUV 2012,21,11,296,141,131
Acura Integra Type R 2001/00255.jpg,00255.jpg,422,791,Acura Integra Type R 2001,29,78,734,396,6
Audi S5 Convertible 2012/00256.jpg,00256.jpg,603,986,Audi S5 Convertible 2012,85,215,776,511,21
BMW 6 Series Convertible 2007/00257.jpg,00257.jpg,480,640,BMW 6 Series Convertible 2007,23,146,617,329,31
Cadillac CTS-V Sedan 2012/00258.jpg,00258.jpg,194,259,Cadillac CTS-V Sedan 2012,34,86,227,166,51
Toyota Camry Sedan 2012/00259.jpg,00259.jpg,1944,2592,Toyota Camry Sedan 2012,75,254,2514,1929,187
Hyundai Sonata Hybrid Sedan 2012/00260.jpg,00260.jpg,518,720,Hyundai Sonata Hybrid Sedan 2012,28,164,698,417,134
Audi V8 Sedan 1994/00261.jpg,00261.jpg,269,400,Audi V8 Sedan 1994,32,79,378,221,16
Ferrari 458 Italia Convertible 2012/00262.jpg,00262.jpg,391,587,Ferrari 458 Italia Convertible 2012,158,132,501,293,103
Bentley Arnage Sedan 2009/00263.jpg,00263.jpg,740,1111,Bentley Arnage Sedan 2009,177,299,730,673,40
Chevrolet Silverado 2500HD Regular Cab 2012/00264.jpg,00264.jpg,375,500,Chevrolet Silverado 2500HD Regular Cab 2012,42,72,472,299,69
Chevrolet Corvette Convertible 2012/00265.jpg,00265.jpg,266,400,Chevrolet Corvette Convertible 2012,15,74,387,195,55
Audi 100 Sedan 1994/00266.jpg,00266.jpg,600,800,Audi 100 Sedan 1994,22,300,786,552,17
Bugatti Veyron 16.4 Coupe 2009/00267.jpg,00267.jpg,425,640,Bugatti Veyron 16.4 Coupe 2009,25,133,620,374,46
Chevrolet Silverado 1500 Extended Cab 2012/00268.jpg,00268.jpg,426,640,Chevrolet Silverado 1500 Extended Cab 2012,49,53,596,398,74
Tesla Model S Sedan 2012/00269.jpg,00269.jpg,480,640,Tesla Model S Sedan 2012,29,192,605,391,185
GMC Canyon Extended Cab 2012/00270.jpg,00270.jpg,224,375,GMC Canyon Extended Cab 2012,15,70,357,186,122
Ram C-V Cargo Van Minivan 2012/00271.jpg,00271.jpg,108,144,Ram C-V Cargo Van Minivan 2012,11,23,141,80,174
FIAT 500 Convertible 2012/00272.jpg,00272.jpg,331,600,FIAT 500 Convertible 2012,8,1,590,327,100
Chevrolet Silverado 2500HD Regular Cab 2012/00273.jpg,00273.jpg,360,480,Chevrolet Silverado 2500HD Regular Cab 2012,37,65,458,321,69
Audi S6 Sedan 2011/00274.jpg,00274.jpg,334,500,Audi S6 Sedan 2011,31,69,435,310,20
Hyundai Veloster Hatchback 2012/00275.jpg,00275.jpg,375,600,Hyundai Veloster Hatchback 2012,165,183,495,358,130
Hyundai Tucson SUV 2012/00276.jpg,00276.jpg,480,640,Hyundai Tucson SUV 2012,75,93,529,360,132
Porsche Panamera Sedan 2012/00277.jpg,00277.jpg,768,1024,Porsche Panamera Sedan 2012,72,193,926,613,173
Lincoln Town Car Sedan 2011/00278.jpg,00278.jpg,194,259,Lincoln Town Car Sedan 2011,1,38,251,135,156
Buick Regal GS 2012/00279.jpg,00279.jpg,352,576,Buick Regal GS 2012,16,31,553,297,47
Ford Mustang Convertible 2007/00280.jpg,00280.jpg,189,267,Ford Mustang Convertible 2007,3,33,261,176,107
Lamborghini Aventador Coupe 2012/00281.jpg,00281.jpg,390,587,Lamborghini Aventador Coupe 2012,214,240,387,342,151
Chevrolet Impala Sedan 2007/00282.jpg,00282.jpg,360,480,Chevrolet Impala Sedan 2007,20,97,460,356,61
Fisker Karma Sedan 2012/00283.jpg,00283.jpg,492,786,Fisker Karma Sedan 2012,112,190,664,342,105
Dodge Durango SUV 2012/00284.jpg,00284.jpg,768,1024,Dodge Durango SUV 2012,49,101,942,619,94
Volvo 240 Sedan 1993/00285.jpg,00285.jpg,305,640,Volvo 240 Sedan 1993,7,20,634,298,194
Volvo XC90 SUV 2007/00286.jpg,00286.jpg,768,1024,Volvo XC90 SUV 2007,116,143,769,713,195
Dodge Dakota Club Cab 2007/00287.jpg,00287.jpg,960,1280,Dodge Dakota Club Cab 2007,56,299,1266,721,91
Toyota 4Runner SUV 2012/00288.jpg,00288.jpg,156,300,Toyota 4Runner SUV 2012,60,46,258,138,189
Audi R8 Coupe 2012/00289.jpg,00289.jpg,533,800,Audi R8 Coupe 2012,205,197,741,425,15
Hyundai Azera Sedan 2012/00290.jpg,00290.jpg,532,800,Hyundai Azera Sedan 2012,68,30,620,506,140
Infiniti QX56 SUV 2011/00291.jpg,00291.jpg,600,600,Infiniti QX56 SUV 2011,27,147,573,471,142
Aston Martin Virage Convertible 2012/00292.jpg,00292.jpg,300,960,Aston Martin Virage Convertible 2012,133,73,806,251,10
Ferrari 458 Italia Coupe 2012/00293.jpg,00293.jpg,441,1000,Ferrari 458 Italia Coupe 2012,24,27,936,380,104
Buick Rainier SUV 2007/00294.jpg,00294.jpg,480,640,Buick Rainier SUV 2007,11,141,629,386,48
Buick Enclave SUV 2012/00295.jpg,00295.jpg,480,640,Buick Enclave SUV 2012,150,114,524,433,50
GMC Yukon Hybrid SUV 2012/00296.jpg,00296.jpg,480,640,GMC Yukon Hybrid SUV 2012,18,115,618,456,120
Dodge Ram Pickup 3500 Quad Cab 2009/00297.jpg,00297.jpg,480,640,Dodge Ram Pickup 3500 Quad Cab 2009,56,157,639,455,87
Rolls-Royce Phantom Sedan 2012/00298.jpg,00298.jpg,271,409,Rolls-Royce Phantom Sedan 2012,49,67,362,245,177
Jeep Liberty SUV 2012/00299.jpg,00299.jpg,768,1024,Jeep Liberty SUV 2012,24,66,982,711,147
Nissan NV Passenger Van 2012/00300.jpg,00300.jpg,768,1024,Nissan NV Passenger Van 2012,41,103,994,692,169
GMC Acadia SUV 2012/00301.jpg,00301.jpg,241,300,GMC Acadia SUV 2012,52,36,247,189,121
Audi TT Hatchback 2011/00302.jpg,00302.jpg,189,300,Audi TT Hatchback 2011,1,37,296,171,19
BMW 6 Series Convertible 2007/00303.jpg,00303.jpg,225,300,BMW 6 Series Convertible 2007,6,47,297,193,31
Lincoln Town Car Sedan 2011/00304.jpg,00304.jpg,191,264,Lincoln Town Car Sedan 2011,14,29,235,168,156
Isuzu Ascender SUV 2008/00305.jpg,00305.jpg,134,200,Isuzu Ascender SUV 2008,37,21,169,122,143
Dodge Caliber Wagon 2012/00306.jpg,00306.jpg,480,640,Dodge Caliber Wagon 2012,37,125,582,456,83
Chevrolet Traverse SUV 2012/00307.jpg,00307.jpg,960,1280,Chevrolet Traverse SUV 2012,171,63,1187,894,58
Acura Integra Type R 2001/00308.jpg,00308.jpg,480,800,Acura Integra Type R 2001,16,136,775,418,6
Honda Odyssey Minivan 2007/00309.jpg,00309.jpg,480,640,Honda Odyssey Minivan 2007,50,122,589,338,127
Hyundai Santa Fe SUV 2012/00310.jpg,00310.jpg,360,424,Hyundai Santa Fe SUV 2012,36,43,407,319,131
Audi R8 Coupe 2012/00311.jpg,00311.jpg,280,280,Audi R8 Coupe 2012,1,69,280,228,15
Chevrolet Malibu Sedan 2007/00312.jpg,00312.jpg,480,640,Chevrolet Malibu Sedan 2007,53,79,627,464,73
Audi S4 Sedan 2007/00313.jpg,00313.jpg,334,500,Audi S4 Sedan 2007,13,44,477,289,24
Dodge Ram Pickup 3500 Quad Cab 2009/00314.jpg,00314.jpg,480,640,Dodge Ram Pickup 3500 Quad Cab 2009,33,71,615,435,87
Nissan Juke Hatchback 2012/00315.jpg,00315.jpg,1386,2100,Nissan Juke Hatchback 2012,555,278,1543,1207,170
Geo Metro Convertible 1993/00316.jpg,00316.jpg,210,292,Geo Metro Convertible 1993,10,29,276,164,123
Maybach Landaulet Convertible 2012/00317.jpg,00317.jpg,224,300,Maybach Landaulet Convertible 2012,2,48,300,202,158
Aston Martin Virage Coupe 2012/00318.jpg,00318.jpg,416,625,Aston Martin Virage Coupe 2012,73,159,445,376,11
Buick Regal GS 2012/00319.jpg,00319.jpg,431,575,Buick Regal GS 2012,38,8,564,402,47
Acura ZDX Hatchback 2012/00320.jpg,00320.jpg,300,514,Acura ZDX Hatchback 2012,42,17,440,282,7
Dodge Durango SUV 2012/00321.jpg,00321.jpg,480,640,Dodge Durango SUV 2012,42,63,593,397,94
Chevrolet Silverado 1500 Regular Cab 2012/00322.jpg,00322.jpg,768,1024,Chevrolet Silverado 1500 Regular Cab 2012,9,304,1009,677,75
Suzuki Kizashi Sedan 2012/00323.jpg,00323.jpg,536,800,Suzuki Kizashi Sedan 2012,161,263,632,415,182
Toyota Sequoia SUV 2012/00324.jpg,00324.jpg,131,210,Toyota Sequoia SUV 2012,15,26,199,123,186
Honda Accord Coupe 2012/00325.jpg,00325.jpg,200,300,Honda Accord Coupe 2012,12,21,285,142,128
Volvo C30 Hatchback 2012/00326.jpg,00326.jpg,261,450,Volvo C30 Hatchback 2012,29,28,432,249,193
Spyker C8 Coupe 2009/00327.jpg,00327.jpg,366,550,Spyker C8 Coupe 2009,2,6,546,298,180
Chevrolet Tahoe Hybrid SUV 2012/00328.jpg,00328.jpg,199,300,Chevrolet Tahoe Hybrid SUV 2012,41,49,244,176,62
Ford F-150 Regular Cab 2007/00329.jpg,00329.jpg,500,700,Ford F-150 Regular Cab 2007,10,105,660,475,114
Mercedes-Benz Sprinter Van 2012/00330.jpg,00330.jpg,333,500,Mercedes-Benz Sprinter Van 2012,168,92,333,305,166
Suzuki Aerio Sedan 2007/00331.jpg,00331.jpg,480,640,Suzuki Aerio Sedan 2007,26,81,596,391,181
Ferrari FF Coupe 2012/00332.jpg,00332.jpg,396,660,Ferrari FF Coupe 2012,76,247,396,396,101
Ferrari 458 Italia Convertible 2012/00333.jpg,00333.jpg,354,500,Ferrari 458 Italia Convertible 2012,30,110,472,316,103
Audi S5 Coupe 2012/00334.jpg,00334.jpg,900,1440,Audi S5 Coupe 2012,179,300,1403,894,22
HUMMER H2 SUT Crew Cab 2009/00335.jpg,00335.jpg,194,259,HUMMER H2 SUT Crew Cab 2009,23,31,236,176,125
Ford GT Coupe 2006/00336.jpg,00336.jpg,1080,1920,Ford GT Coupe 2006,309,598,1767,995,112
BMW Z4 Convertible 2012/00337.jpg,00337.jpg,368,550,BMW Z4 Convertible 2012,45,55,530,308,38
Ford F-450 Super Duty Crew Cab 2012/00338.jpg,00338.jpg,360,480,Ford F-450 Super Duty Crew Cab 2012,14,129,441,360,106
Chevrolet Corvette ZR1 2012/00339.jpg,00339.jpg,183,276,Chevrolet Corvette ZR1 2012,39,5,234,174,56
Aston Martin V8 Vantage Coupe 2012/00340.jpg,00340.jpg,406,600,Aston Martin V8 Vantage Coupe 2012,139,152,488,305,9
Chevrolet Malibu Hybrid Sedan 2010/00341.jpg,00341.jpg,768,1024,Chevrolet Malibu Hybrid Sedan 2010,62,116,974,610,67
Nissan NV Passenger Van 2012/00342.jpg,00342.jpg,473,630,Nissan NV Passenger Van 2012,152,195,502,436,169
Jeep Liberty SUV 2012/00343.jpg,00343.jpg,600,800,Jeep Liberty SUV 2012,63,36,760,504,147
Jeep Patriot SUV 2012/00344.jpg,00344.jpg,537,800,Jeep Patriot SUV 2012,36,59,770,397,145
Ford F-150 Regular Cab 2012/00345.jpg,00345.jpg,194,259,Ford F-150 Regular Cab 2012,26,13,234,194,113
Chevrolet Sonic Sedan 2012/00346.jpg,00346.jpg,2013,2992,Chevrolet Sonic Sedan 2012,112,21,2859,1928,63
Jeep Patriot SUV 2012/00347.jpg,00347.jpg,768,1024,Jeep Patriot SUV 2012,100,190,907,691,145
Chevrolet Corvette Convertible 2012/00348.jpg,00348.jpg,295,540,Chevrolet Corvette Convertible 2012,14,59,522,266,55
Dodge Journey SUV 2012/00349.jpg,00349.jpg,752,1000,Dodge Journey SUV 2012,42,82,956,685,89
Dodge Ram Pickup 3500 Crew Cab 2010/00350.jpg,00350.jpg,194,259,Dodge Ram Pickup 3500 Crew Cab 2010,17,52,247,158,86
Bentley Continental GT Coupe 2012/00351.jpg,00351.jpg,321,500,Bentley Continental GT Coupe 2012,13,108,454,305,42
Isuzu Ascender SUV 2008/00352.jpg,00352.jpg,360,480,Isuzu Ascender SUV 2008,107,40,433,240,143
Ford Fiesta Sedan 2012/00353.jpg,00353.jpg,312,500,Ford Fiesta Sedan 2012,3,60,499,289,117
Chevrolet Corvette Ron Fellows Edition Z06 2007/00354.jpg,00354.jpg,685,1024,Chevrolet Corvette Ron Fellows Edition Z06 2007,44,212,984,596,57
Nissan Juke Hatchback 2012/00355.jpg,00355.jpg,768,1024,Nissan Juke Hatchback 2012,28,93,1011,675,170
Ford Focus Sedan 2007/00356.jpg,00356.jpg,1200,1600,Ford Focus Sedan 2007,187,313,1381,1087,115
Bentley Continental Supersports Conv. Convertible 2012/00357.jpg,00357.jpg,317,440,Bentley Continental Supersports Conv. Convertible 2012,31,47,415,255,39
BMW 3 Series Sedan 2012/00358.jpg,00358.jpg,465,620,BMW 3 Series Sedan 2012,53,116,562,353,29
Chevrolet Traverse SUV 2012/00359.jpg,00359.jpg,480,640,Chevrolet Traverse SUV 2012,27,71,630,422,58
Chevrolet Silverado 1500 Classic Extended Cab 2007/00360.jpg,00360.jpg,194,259,Chevrolet Silverado 1500 Classic Extended Cab 2007,12,23,245,176,70
GMC Savana Van 2012/00361.jpg,00361.jpg,720,960,GMC Savana Van 2012,17,64,941,620,119
Buick Enclave SUV 2012/00362.jpg,00362.jpg,480,640,Buick Enclave SUV 2012,108,121,539,357,50
Honda Accord Coupe 2012/00363.jpg,00363.jpg,360,424,Honda Accord Coupe 2012,14,60,402,300,128
Cadillac Escalade EXT Crew Cab 2007/00364.jpg,00364.jpg,225,300,Cadillac Escalade EXT Crew Cab 2007,15,47,286,184,53
Cadillac Escalade EXT Crew Cab 2007/00365.jpg,00365.jpg,500,666,Cadillac Escalade EXT Crew Cab 2007,17,82,630,496,53
BMW X5 SUV 2007/00366.jpg,00366.jpg,355,538,BMW X5 SUV 2007,67,55,508,338,32
Rolls-Royce Phantom Sedan 2012/00367.jpg,00367.jpg,420,630,Rolls-Royce Phantom Sedan 2012,30,118,618,334,177
Chevrolet Camaro Convertible 2012/00368.jpg,00368.jpg,240,320,Chevrolet Camaro Convertible 2012,14,76,292,195,59
Honda Accord Coupe 2012/00369.jpg,00369.jpg,426,640,Honda Accord Coupe 2012,40,52,603,357,128
Aston Martin Virage Convertible 2012/00370.jpg,00370.jpg,386,616,Aston Martin Virage Convertible 2012,57,148,568,363,10
Dodge Caliber Wagon 2012/00371.jpg,00371.jpg,280,433,Dodge Caliber Wagon 2012,5,56,430,245,83
Nissan Leaf Hatchback 2012/00372.jpg,00372.jpg,532,800,Nissan Leaf Hatchback 2012,2,190,371,490,168
Plymouth Neon Coupe 1999/00373.jpg,00373.jpg,768,1024,Plymouth Neon Coupe 1999,243,318,805,629,172
Acura Integra Type R 2001/00374.jpg,00374.jpg,563,750,Acura Integra Type R 2001,9,184,740,499,6
Rolls-Royce Ghost Sedan 2012/00375.jpg,00375.jpg,457,824,Rolls-Royce Ghost Sedan 2012,122,48,697,401,176
Hyundai Elantra Sedan 2007/00376.jpg,00376.jpg,768,1024,Hyundai Elantra Sedan 2007,74,187,917,734,135
Hyundai Veracruz SUV 2012/00377.jpg,00377.jpg,480,640,Hyundai Veracruz SUV 2012,20,48,624,453,133
Lincoln Town Car Sedan 2011/00378.jpg,00378.jpg,242,300,Lincoln Town Car Sedan 2011,16,25,290,215,156
Chevrolet Silverado 1500 Hybrid Crew Cab 2012/00379.jpg,00379.jpg,682,1024,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,119,194,942,586,54
FIAT 500 Abarth 2012/00380.jpg,00380.jpg,423,624,FIAT 500 Abarth 2012,137,76,600,370,99
HUMMER H2 SUT Crew Cab 2009/00381.jpg,00381.jpg,373,500,HUMMER H2 SUT Crew Cab 2009,66,88,455,322,125
Jeep Wrangler SUV 2012/00382.jpg,00382.jpg,375,500,Jeep Wrangler SUV 2012,4,55,494,365,146
Chevrolet Traverse SUV 2012/00383.jpg,00383.jpg,480,640,Chevrolet Traverse SUV 2012,80,1,549,431,58
Chevrolet Camaro Convertible 2012/00384.jpg,00384.jpg,355,569,Chevrolet Camaro Convertible 2012,51,87,489,290,59
Infiniti G Coupe IPL 2012/00385.jpg,00385.jpg,451,677,Infiniti G Coupe IPL 2012,217,199,631,358,141
Chevrolet Corvette ZR1 2012/00386.jpg,00386.jpg,1024,1280,Chevrolet Corvette ZR1 2012,65,321,1232,828,56
Chevrolet Sonic Sedan 2012/00387.jpg,00387.jpg,680,1023,Chevrolet Sonic Sedan 2012,47,150,1007,635,63
Hyundai Santa Fe SUV 2012/00388.jpg,00388.jpg,192,256,Hyundai Santa Fe SUV 2012,18,53,244,175,131
Buick Rainier SUV 2007/00389.jpg,00389.jpg,360,424,Buick Rainier SUV 2007,5,96,409,262,48
McLaren MP4-12C Coupe 2012/00390.jpg,00390.jpg,504,800,McLaren MP4-12C Coupe 2012,14,21,782,487,160
Mercedes-Benz Sprinter Van 2012/00391.jpg,00391.jpg,1200,1920,Mercedes-Benz Sprinter Van 2012,433,262,1339,985,166
Acura TL Type-S 2008/00392.jpg,00392.jpg,768,1024,Acura TL Type-S 2008,62,220,992,667,4
Volvo XC90 SUV 2007/00393.jpg,00393.jpg,768,1024,Volvo XC90 SUV 2007,110,266,986,700,195
Jeep Liberty SUV 2012/00394.jpg,00394.jpg,480,720,Jeep Liberty SUV 2012,229,126,624,345,147
Hyundai Santa Fe SUV 2012/00395.jpg,00395.jpg,194,259,Hyundai Santa Fe SUV 2012,58,45,205,165,131
Mercedes-Benz S-Class Sedan 2012/00396.jpg,00396.jpg,375,500,Mercedes-Benz S-Class Sedan 2012,21,99,442,295,165
Audi S4 Sedan 2012/00397.jpg,00397.jpg,225,300,Audi S4 Sedan 2012,30,29,282,164,23
Bentley Arnage Sedan 2009/00398.jpg,00398.jpg,326,434,Bentley Arnage Sedan 2009,29,93,408,242,40
BMW ActiveHybrid 5 Sedan 2012/00399.jpg,00399.jpg,469,750,BMW ActiveHybrid 5 Sedan 2012,121,108,655,387,26
Suzuki Aerio Sedan 2007/00400.jpg,00400.jpg,183,275,Suzuki Aerio Sedan 2007,32,51,260,153,181
Dodge Sprinter Cargo Van 2009/00401.jpg,00401.jpg,235,380,Dodge Sprinter Cargo Van 2009,24,78,366,232,88
Audi 100 Sedan 1994/00402.jpg,00402.jpg,300,400,Audi 100 Sedan 1994,1,18,392,240,17
Ford Edge SUV 2012/00403.jpg,00403.jpg,1104,1598,Ford Edge SUV 2012,299,199,1415,894,110
Spyker C8 Coupe 2009/00404.jpg,00404.jpg,469,750,Spyker C8 Coupe 2009,30,132,724,361,180
Aston Martin Virage Convertible 2012/00405.jpg,00405.jpg,349,645,Aston Martin Virage Convertible 2012,42,37,624,328,10
Chevrolet Silverado 1500 Regular Cab 2012/00406.jpg,00406.jpg,768,1024,Chevrolet Silverado 1500 Regular Cab 2012,1,157,990,640,75
Chevrolet Camaro Convertible 2012/00407.jpg,00407.jpg,367,600,Chevrolet Camaro Convertible 2012,19,136,498,329,59
Audi TT Hatchback 2011/00408.jpg,00408.jpg,300,479,Audi TT Hatchback 2011,49,76,343,266,19
Toyota 4Runner SUV 2012/00409.jpg,00409.jpg,480,640,Toyota 4Runner SUV 2012,21,66,605,463,189
Acura TSX Sedan 2012/00410.jpg,00410.jpg,360,424,Acura TSX Sedan 2012,31,119,404,248,5
Audi TTS Coupe 2012/00411.jpg,00411.jpg,330,600,Audi TTS Coupe 2012,52,47,586,260,14
Rolls-Royce Ghost Sedan 2012/00412.jpg,00412.jpg,1362,2048,Rolls-Royce Ghost Sedan 2012,195,372,1908,1339,176
Chrysler Crossfire Convertible 2008/00413.jpg,00413.jpg,480,640,Chrysler Crossfire Convertible 2008,33,150,613,401,80
Dodge Ram Pickup 3500 Crew Cab 2010/00414.jpg,00414.jpg,939,1600,Dodge Ram Pickup 3500 Crew Cab 2010,316,344,1269,891,86
Chevrolet Corvette Convertible 2012/00415.jpg,00415.jpg,1328,2000,Chevrolet Corvette Convertible 2012,81,552,1917,1153,55
Ford GT Coupe 2006/00416.jpg,00416.jpg,768,1024,Ford GT Coupe 2006,122,157,921,587,112
Buick Enclave SUV 2012/00417.jpg,00417.jpg,480,640,Buick Enclave SUV 2012,63,69,603,385,50
Chevrolet Corvette Ron Fellows Edition Z06 2007/00418.jpg,00418.jpg,300,400,Chevrolet Corvette Ron Fellows Edition Z06 2007,12,70,388,273,57
Chevrolet Malibu Sedan 2007/00419.jpg,00419.jpg,480,640,Chevrolet Malibu Sedan 2007,50,89,584,387,73
FIAT 500 Abarth 2012/00420.jpg,00420.jpg,333,500,FIAT 500 Abarth 2012,71,64,425,328,99
Lamborghini Gallardo LP 570-4 Superleggera 2012/00421.jpg,00421.jpg,469,750,Lamborghini Gallardo LP 570-4 Superleggera 2012,71,158,690,341,152
Mercedes-Benz C-Class Sedan 2012/00422.jpg,00422.jpg,225,300,Mercedes-Benz C-Class Sedan 2012,32,74,277,203,162
Dodge Caravan Minivan 1997/00423.jpg,00423.jpg,480,640,Dodge Caravan Minivan 1997,69,59,637,461,85
Acura TSX Sedan 2012/00424.jpg,00424.jpg,330,440,Acura TSX Sedan 2012,22,83,415,322,5
Acura ZDX Hatchback 2012/00425.jpg,00425.jpg,325,615,Acura ZDX Hatchback 2012,48,36,572,300,7
Volvo 240 Sedan 1993/00426.jpg,00426.jpg,960,1280,Volvo 240 Sedan 1993,85,318,1223,863,194
Ford Fiesta Sedan 2012/00427.jpg,00427.jpg,480,640,Ford Fiesta Sedan 2012,33,128,581,458,117
Spyker C8 Convertible 2009/00428.jpg,00428.jpg,480,640,Spyker C8 Convertible 2009,33,102,595,429,179
Chevrolet Malibu Sedan 2007/00429.jpg,00429.jpg,480,640,Chevrolet Malibu Sedan 2007,83,182,573,402,73
Tesla Model S Sedan 2012/00430.jpg,00430.jpg,427,640,Tesla Model S Sedan 2012,82,74,589,340,185
Toyota Camry Sedan 2012/00431.jpg,00431.jpg,480,640,Toyota Camry Sedan 2012,47,201,534,426,187
Mercedes-Benz SL-Class Coupe 2009/00432.jpg,00432.jpg,375,500,Mercedes-Benz SL-Class Coupe 2009,54,128,429,353,163
Mercedes-Benz E-Class Sedan 2012/00433.jpg,00433.jpg,763,1022,Mercedes-Benz E-Class Sedan 2012,58,189,879,642,164
Nissan 240SX Coupe 1998/00434.jpg,00434.jpg,189,300,Nissan 240SX Coupe 1998,18,50,280,162,171
Chevrolet Express Cargo Van 2007/00435.jpg,00435.jpg,468,625,Chevrolet Express Cargo Van 2007,20,75,606,325,64
Cadillac CTS-V Sedan 2012/00436.jpg,00436.jpg,213,285,Cadillac CTS-V Sedan 2012,20,51,271,180,51
FIAT 500 Abarth 2012/00437.jpg,00437.jpg,333,428,FIAT 500 Abarth 2012,19,67,412,314,99
BMW ActiveHybrid 5 Sedan 2012/00438.jpg,00438.jpg,355,569,BMW ActiveHybrid 5 Sedan 2012,52,94,543,323,26
Buick Verano Sedan 2012/00439.jpg,00439.jpg,434,650,Buick Verano Sedan 2012,11,89,644,415,49
Ford Mustang Convertible 2007/00440.jpg,00440.jpg,360,480,Ford Mustang Convertible 2007,12,60,456,306,107
Ford Focus Sedan 2007/00441.jpg,00441.jpg,265,400,Ford Focus Sedan 2007,30,35,382,235,115
Volkswagen Golf Hatchback 2012/00442.jpg,00442.jpg,360,424,Volkswagen Golf Hatchback 2012,53,56,391,278,190
Isuzu Ascender SUV 2008/00443.jpg,00443.jpg,194,259,Isuzu Ascender SUV 2008,37,60,218,144,143
Chrysler 300 SRT-8 2010/00444.jpg,00444.jpg,295,808,Chrysler 300 SRT-8 2010,4,4,377,277,79
